subject_id,prompt,neg_prompt,gt_image_path,ip_embed_path
subj01,A jar that has water and flowers in it. ,,hdf5_index_16332,
subj01,A neat and tidy kitchen with microwave and refrigerator.,,hdf5_index_16333,
subj01,A wooden table topped with the contents of a woman's purse.,,hdf5_index_16334,
subj01,A hazy beach is filled with people under umbrellas. ,,hdf5_index_16335,
subj01,two birds standing on tree branches and looking in opposite directions. ,,hdf5_index_16336,
subj01,A white dog laying on top of the floor.,,hdf5_index_16337,
subj01,A pizza looks a little burnt around the edges.,,hdf5_index_16338,
subj01,there is a man wearing a hat throwing a frisbee,,hdf5_index_16339,
subj01,A man is jumping near a ramp on a skateboard.,,hdf5_index_16340,
subj01,Laptop computer on a work desk next to a monitor.,,hdf5_index_16341,
subj01,A man in a black jacket and white pants leans forward at the top of a snowy mountain.,,hdf5_index_16342,
subj01,The man is skiing fast in the snow.,,hdf5_index_16343,
subj01,A few kids sitting with teddy bears at a table.,,hdf5_index_16344,
subj01,A large building with a clock at the top of it .,,hdf5_index_16345,
subj01,a salad from McAlisters and a cup of tea with a lemon ,,hdf5_index_16346,
subj01,A white plate topped with lots of vegetables and sauce.,,hdf5_index_16347,
subj01,A group of ship in  a snowy corn field,,hdf5_index_16348,
subj01,a cat with some kittens laying on a bed ,,hdf5_index_16349,
subj01,A red stop sign on a gate next to a grass covered field.,,hdf5_index_16350,
subj01,The antique train is going through the woods.,,hdf5_index_16351,
subj01,A woman sitting at a table with a plate of food.,,hdf5_index_16352,
subj01,A lady laying down on a bed with a book.,,hdf5_index_16353,
subj01,A woman cooks dinner while three people stand at a counter in the kitchen.,,hdf5_index_16354,
subj01,A chestnut colored horse with a white star on his forehead and a black mane.,,hdf5_index_16355,
subj01,A couple of horses standing next to each other.,,hdf5_index_16356,
subj01,A tan cat peers out from behind a blanket.,,hdf5_index_16357,
subj01,A couple of giraffe snuggling each other in a forest.,,hdf5_index_16358,
subj01,A yellow plastic bowl filled with fruit next to a smaller bowl of berries.,,hdf5_index_16359,
subj01,A bench by some water that is covered in rocks.,,hdf5_index_16360,
subj01,A large brown and black dog laying on top of a bed.,,hdf5_index_16361,
subj01,A young guy is sitting on a sofa in a living room with a laptop beside him. ,,hdf5_index_16362,
subj01,Two people with blue jackets and purple visors skiing. ,,hdf5_index_16363,
subj01,DOUGHNUTS KEPT IN A PLATE ON A TABLE.,,hdf5_index_16364,
subj01,A man sitting on a purple bench next to a potter filled with flowers.,,hdf5_index_16365,
subj01,People in public playing with video game controllers.,,hdf5_index_16366,
subj01,Planes parked on an airport next to a terminal,,hdf5_index_16367,
subj01,A man readies to swing his tennis racket. ,,hdf5_index_16368,
subj01,a person standing in the middle of a tennis court while playing a game ,,hdf5_index_16369,
subj01,A group of people on motorcycles with tree in background.,,hdf5_index_16370,
subj01,A baseball player pulls his arm back to throw the ball.,,hdf5_index_16371,
subj01,A man riding a bike in front of a bus.,,hdf5_index_16372,
subj01,A group of ship in  a snowy corn field,,hdf5_index_16373,
subj01,"A white beach chair with a red, white and blue striped towel under a yellow umbrella. ",,hdf5_index_16374,
subj01,A train covered in graffiti sitting on top of  train tracks.,,hdf5_index_16375,
subj01,A man riding a wave on top of a surfboard.,,hdf5_index_16376,
subj01,"A very tall colorful, multiple tiered cake with sprinkles.",,hdf5_index_16377,
subj01,two birds standing on tree branches and looking in opposite directions. ,,hdf5_index_16378,
subj01,Man dressed in black snowboarding down a mountain.,,hdf5_index_16379,
subj01,Flowers around a clock on a green lawn.,,hdf5_index_16380,
subj01,Two men who are looking at a laptop computer. ,,hdf5_index_16381,
subj01,A picture of a modern bathroom with a glass door to the toilet and large glass mirror.,,hdf5_index_16382,
subj01,A yellow and silver fire hydrant on the side of a road.,,hdf5_index_16383,
subj01,A horse drawn carriage parked on top of a field.,,hdf5_index_16384,
subj01,A person on a motorcycle with spectators in the background.,,hdf5_index_16385,
subj01,A group of people with some motor bikes on a street.,,hdf5_index_16386,
subj01,A man sits at an outdoor restaurant table eating a soup with chopsticks.,,hdf5_index_16387,
subj01,A young man riding a skateboard down a street.,,hdf5_index_16388,
subj01,A white and green fire hydrant sitting next to a light.,,hdf5_index_16389,
subj01,A woman sitting on the beach in her bathing suit. ,,hdf5_index_16390,
subj01,Tennis player getting ready to serve the ball.,,hdf5_index_16391,
subj01,A stove top oven sitting underneath a microwave oven.,,hdf5_index_16392,
subj01,A dog laying on the floor next to a  pair of shoes.,,hdf5_index_16393,
subj01,A close up of a ring shaped cookie with green icing.,,hdf5_index_16394,
subj01,A white truck parked on the beach with its door open ,,hdf5_index_16395,
subj01,a desk with a laptop and monitor and keyboard,,hdf5_index_16396,
subj01,A newborn baby is holding a small stuffed animal.,,hdf5_index_16397,
subj01,A woman giving a taste test to a man. ,,hdf5_index_16398,
subj01,A beautiful women in a bikini standing next to a man laying down on a board.,,hdf5_index_16399,
subj01,A green parking meter that has a sign stating it is not a parking meter.,,hdf5_index_16400,
subj01,"A living area with a rocking chair, dog in bed and fireplace.",,hdf5_index_16401,
subj01,a bench a pond a fence bushes and some trees,,hdf5_index_16402,
subj01,a bunch og pumpkins are laying in a field,,hdf5_index_16403,
subj01,A giraffe standing in the middle of a forest.,,hdf5_index_16404,
subj01,A hot dog with an assortment of toppings sits beside a bottle of beer. ,,hdf5_index_16405,
subj01,Jumbo jet parked on the runway either just landing or getting ready for takeoff.,,hdf5_index_16406,
subj01,A man readies to swing his tennis racket. ,,hdf5_index_16407,
subj01,A boy standing in a skateboard park while holding a skateboard.,,hdf5_index_16408,
subj01,A white and green fire hydrant sitting next to a light.,,hdf5_index_16409,
subj01,A deliver truck filled with piles of unripened bananas.,,hdf5_index_16410,
subj01,Stainless steel refrigerator in kitchen area with several spaces covered with green curtains.,,hdf5_index_16411,
subj01,A man sitting at a table with a tray of food holding chop sticks.,,hdf5_index_16412,
subj01,A woman flying a kite on a green grass covered park.,,hdf5_index_16413,
subj01,A young woman falls while surfing in the ocean.,,hdf5_index_16414,
subj01,A stop sign beside a sidewalk near a street.,,hdf5_index_16415,
subj01,A train sitting at a train station. ,,hdf5_index_16416,
subj01,A large red bus traveling past a small white van on a street.,,hdf5_index_16417,
subj01,A car that is sitting next to a building.,,hdf5_index_16418,
subj01,A white toilet sitting next to a green wall under a picture.,,hdf5_index_16419,
subj01,Two young women crouch in a courtyard looking out at ornamental grasses and flowers. ,,hdf5_index_16420,
subj01,Several different colors of oriental kites and other decorations being viewed by a crowd.,,hdf5_index_16421,
subj01,Horse and riders walking on a trail in the woods.,,hdf5_index_16422,
subj01,A person standing on top of a green grass hillside.,,hdf5_index_16423,
subj01,A man standing in front of a microwave next to pots and pans.,,hdf5_index_16424,
subj01,A large brown and black dog laying on top of a bed.,,hdf5_index_16425,
subj01,A man standing on stage with a band singing. ,,hdf5_index_16426,
subj01,Chocolate ice cream next to a banana on a flat surface.,,hdf5_index_16427,
subj01,Large grey elephant walking around an enclosure at a zoo. ,,hdf5_index_16428,
subj01,a blue and yellow plane is in the sky,,hdf5_index_16429,
subj01,A bunch of yellow flowers next to a white fence,,hdf5_index_16430,
subj01,a person holds a kitting inside of their jacket,,hdf5_index_16431,
subj01,A grop of sheep on the side of a grassy hill.,,hdf5_index_16432,
subj01,a elephant walking through a pond with trees around it,,hdf5_index_16433,
subj01,A plate of fruit on a table next to a vase.,,hdf5_index_16434,
subj01,A white toilet sitting next to a green wall under a picture.,,hdf5_index_16435,
subj01,A train station with trains and a hanging clock.,,hdf5_index_16436,
subj01,A yellow dog is walking on white snow. ,,hdf5_index_16437,
subj01,A group of sheep sitting next to a tree.,,hdf5_index_16438,
subj01,A young man riding a skateboard down a street.,,hdf5_index_16439,
subj01,A cat laying down on a surface in a room.,,hdf5_index_16440,
subj01,Two giraffes stand side by side in a fenced in enclosure.,,hdf5_index_16441,
subj01,A cupcake that resembles a sheep is on a plate.,,hdf5_index_16442,
subj01,A group of animals on a grassy field.,,hdf5_index_16443,
subj01,A man pauses as he speaks into a microphone.,,hdf5_index_16444,
subj01,A longboarder squats to take a tight curve.,,hdf5_index_16445,
subj01,a person riding a a surf board on a body of water ,,hdf5_index_16446,
subj01,A man taking a swing at a tennis ball,,hdf5_index_16447,
subj01,A herd of cattle that are grazing in a field.,,hdf5_index_16448,
subj01,A snow filled street with a stop sign on the corner. ,,hdf5_index_16449,
subj01,A tall giraffe standing on top of a grass covered field.,,hdf5_index_16450,
subj01,A person riding on top of a surfboard on water.,,hdf5_index_16451,
subj01,Jumbo jet parked on the runway either just landing or getting ready for takeoff.,,hdf5_index_16452,
subj01,A man surfing on a big wave bare chested.,,hdf5_index_16453,
subj01,A boy in the pitcher's mound getting ready to throw the ball.,,hdf5_index_16454,
subj01,A mirror on a bus reflecting the inside of a bus.,,hdf5_index_16455,
subj01,A group of ship in  a snowy corn field,,hdf5_index_16456,
subj01,An artistic photo of a building clock tower,,hdf5_index_16457,
subj01,Large grey elephant walking around an enclosure at a zoo. ,,hdf5_index_16458,
subj01,a living room with a couch a table and a chair,,hdf5_index_16459,
subj01,A conveyor belt topped with deep fried donuts.,,hdf5_index_16460,
subj01,A train is stopped in its tracks next to a building and cars.,,hdf5_index_16461,
subj01,A man wearing a cape standing next to another man at a microphone.,,hdf5_index_16462,
subj01,Two giraffes standing in a rocky area by a river.,,hdf5_index_16463,
subj01,A street corner with the front of a shop.,,hdf5_index_16464,
subj01,"A pitcher stands on his mound, about to throw his baseball.",,hdf5_index_16465,
subj01,a green white and black parrot and a window,,hdf5_index_16466,
subj01,A woman holding a bunch of unripe banana.,,hdf5_index_16467,
subj01,A tired poodle resting its head on a man's shoulder.,,hdf5_index_16468,
subj01,A baseball player pitching a ball on top of a field.,,hdf5_index_16469,
subj01,a small dog is standing on the edge of a boat,,hdf5_index_16470,
subj01,The bicycle show has definitely seen better times.,,hdf5_index_16471,
subj01,A young woman falls while surfing in the ocean.,,hdf5_index_16472,
subj01,No parking signs hanging on a pole. ,,hdf5_index_16473,
subj01,A Virgin Atlantic airliner is preparing for takeoff.,,hdf5_index_16474,
subj01,A group of people plays with a frisbee in the pool.,,hdf5_index_16475,
subj01,A man doing a trick on a skate board.,,hdf5_index_16476,
subj01,A stove sitting outside on a blacktop driveway.,,hdf5_index_16477,
subj01,A man surfing in the middle of the ocean.,,hdf5_index_16478,
subj01,Tennis player getting ready to serve the ball.,,hdf5_index_16479,
subj01,A man at a table with two pairs of scisors,,hdf5_index_16480,
subj01,Fruit and vegetables sitting on top of a counter top.,,hdf5_index_16481,
subj01,A picture of a very clean kitchen at night.,,hdf5_index_16482,
subj01,A kneeling down on a baseball field next to grass.,,hdf5_index_16483,
subj01,An Amtrak train at a train station at night.,,hdf5_index_16484,
subj01,A man makes a face and holds a video game controller.,,hdf5_index_16485,
subj01,"A pizza is prepared with cheese, tomato sauce, and broccoli. ",,hdf5_index_16486,
subj01,A large passenger jet sitting on top of an airport tarmac.,,hdf5_index_16487,
subj01,Woman holding a banana pointed at the camera.,,hdf5_index_16488,
subj01,A cupcake that resembles a sheep is on a plate.,,hdf5_index_16489,
subj01,A sexy young lady holding a tennis ball and tennis racquet.,,hdf5_index_16490,
subj01,A man riding a surfboard next to a wave in the ocean.,,hdf5_index_16491,
subj01,An airplane flying high in the sky with a lot of clouds around it,,hdf5_index_16492,
subj01,A zebra standing on top of a lush green field.,,hdf5_index_16493,
subj01,A herd of  zebra running around a dirt field.,,hdf5_index_16494,
subj01,A baseball player pulls his arm back to throw the ball.,,hdf5_index_16495,
subj01,a number of people walking with open umbrellas,,hdf5_index_16496,
subj01,A young girl holding a tennis racquet on a green tennis court.,,hdf5_index_16497,
subj01,a cat lays down on a board of wood ,,hdf5_index_16498,
subj01,Giraffes and zebras grouped inside a common enclosure.,,hdf5_index_16499,
subj01,A brown bear standing in a forest next to fallen trees.,,hdf5_index_16500,
subj01,A lone giraffe standing by a tree in the wild.,,hdf5_index_16501,
subj01,A man kiteboard over the ocean on choppy water.,,hdf5_index_16502,
subj01,A person holding a smart phone in their left hand.,,hdf5_index_16503,
subj01,A black cat looking out the window at a black bird.,,hdf5_index_16504,
subj01,a train on a train track at a train station ,,hdf5_index_16505,
subj01,A woman holding a large sheet cake in front of a screen.,,hdf5_index_16506,
subj01,A man and woman seated at a table in a restaurant,,hdf5_index_16507,
subj01,Many umbrellas are set up on a sandy beach. ,,hdf5_index_16508,
subj01,People in public playing with video game controllers.,,hdf5_index_16509,
subj01,A street sign in a residential street in rhode island ,,hdf5_index_16510,
subj01,A cat looking outside of a glass window. ,,hdf5_index_16511,
subj01,Flowers around a clock on a green lawn.,,hdf5_index_16512,
subj01,A passenger train that is stopped at the station for loading of passengers. ,,hdf5_index_16513,
subj01,a person riding a surf board in the water ,,hdf5_index_16514,
subj01,Two zebra standing next to each other in a dry grass field.,,hdf5_index_16515,
subj01,A cluttered bedroom with books on the bed,,hdf5_index_16516,
subj01,A kitchen with a black stove top oven.,,hdf5_index_16517,
subj01,person lying on an outside bench with hat over face,,hdf5_index_16518,
subj01,A man sitting on a bench next to a man.,,hdf5_index_16519,
subj01,A row of parked airplanes sitting on top of a grass field.,,hdf5_index_16520,
subj01,A man surfing on a big wave bare chested.,,hdf5_index_16521,
subj01,A woman standing up against a wall on a tile floor.,,hdf5_index_16522,
subj01,A group of people watching a man play a game with a guitar controller.,,hdf5_index_16523,
subj01,A train covered in graffiti sitting on top of  train tracks.,,hdf5_index_16524,
subj01,A man readies to swing his tennis racket. ,,hdf5_index_16525,
subj01,A man that is standing on a tennis court with a racquet.,,hdf5_index_16526,
subj01,A crowd of people sitting down next to each other.,,hdf5_index_16527,
subj01,A man standing next to a woman in font of a tray of food.,,hdf5_index_16528,
subj01,A man riding down a street on a bike holding a surfboard.,,hdf5_index_16529,
subj01,A pizza on a plate cut with a knife and fork.,,hdf5_index_16530,
subj01,there is a female surfer that is riding a small wave ,,hdf5_index_16531,
subj01,A man is about to walk by the advertisements. ,,hdf5_index_16532,
subj01,there is a man with glasses sitting on the floor on a lap top,,hdf5_index_16533,
subj01,Giraffes and zebras grouped inside a common enclosure.,,hdf5_index_16534,
subj01,A white frisbee laying on a wooden table.,,hdf5_index_16535,
subj01,A woman riding skis on top of snow covered ground.,,hdf5_index_16536,
subj01,four people sit at a table together and eat hot dogs,,hdf5_index_16537,
subj01,A man surfing on a big wave bare chested.,,hdf5_index_16538,
subj01,A medium sized white dog is standing in the bathtub.,,hdf5_index_16539,
subj01,A enclosed buffet area with a variety of pizzas on display.,,hdf5_index_16540,
subj01,A man riding skis down a snow covered slope.,,hdf5_index_16541,
subj01,Two zebras that are standing in the dirt.,,hdf5_index_16542,
subj01,A blue table topped with a red basket full of fries and a burrito.,,hdf5_index_16543,
subj01,A man who is sitting down reading something.,,hdf5_index_16544,
subj01,A table topped with glasses and eating utensils.,,hdf5_index_16545,
subj01,four people sit at a table together and eat hot dogs,,hdf5_index_16546,
subj01,a close up of a sliced pizza on a plate ,,hdf5_index_16547,
subj01,wolly brown dog outside on the cement hot,,hdf5_index_16548,
subj01,A dog laying on the floor next to a  pair of shoes.,,hdf5_index_16549,
subj01,A white and green fire hydrant sitting next to a light.,,hdf5_index_16550,
subj01,A potted vase of fresh wildflowers on a table in front of a rock facade.,,hdf5_index_16551,
subj01,A city street with old buildings and a clock tower. ,,hdf5_index_16552,
subj01,A jar that has water and flowers in it. ,,hdf5_index_16553,
subj01,White bowl full of chopped carrots and broccoli.,,hdf5_index_16554,
subj01,A group of people plays with a frisbee in the pool.,,hdf5_index_16555,
subj01,A man sitting on top of a chair using laptop computer.,,hdf5_index_16556,
subj01,A horse is galloping with its head down and carrying a rider.,,hdf5_index_16557,
subj01,"a man bending over to catch a yellow Frisbee










",,hdf5_index_16558,
subj01, A man is leaving the ocean with his surfboard.,,hdf5_index_16559,
subj01,A dog is splashing around in the water.,,hdf5_index_16560,
subj01,Some guys in some military uniforms looking at a phone.,,hdf5_index_16561,
subj01,The bicycle show has definitely seen better times.,,hdf5_index_16562,
subj01,A white toilet and towel in a room.,,hdf5_index_16563,
subj01,a plate of food with vegetable and meat ,,hdf5_index_16564,
subj01,A cat laying next to a stainless steel bowl.,,hdf5_index_16565,
subj01,an image of an alley way with bikes parked,,hdf5_index_16566,
subj01,Three soldiers in uniform cutting a cake. ,,hdf5_index_16567,
subj01,A train is stopped in its tracks next to a building and cars.,,hdf5_index_16568,
subj01,Giraffe standing in it's habitat at the zoo,,hdf5_index_16569,
subj01,A person riding on top of a surfboard on water.,,hdf5_index_16570,
subj01,A cardinal sits on a wooden rail in his home environment ,,hdf5_index_16571,
subj01,a kid has a bunch of wires in some bananas,,hdf5_index_16572,
subj01,A large passenger bus parked on a city street. ,,hdf5_index_16573,
subj01,A group of planes flying in the sky letting out smoke,,hdf5_index_16574,
subj01,People are getting on and riding on a tour bus.,,hdf5_index_16575,
subj01,A man standing in front of a microwave next to pots and pans.,,hdf5_index_16576,
subj01,A yellow dog is walking on white snow. ,,hdf5_index_16577,
subj01,Sunset outside some grassy field near a small house.,,hdf5_index_16578,
subj01,A man standing on stage with a band singing. ,,hdf5_index_16579,
subj01,there are many birds flying around a tower.,,hdf5_index_16580,
subj01,A blurry cat sits on top of a bright television.,,hdf5_index_16581,
subj01,A baseball game in progress on a soccer field.,,hdf5_index_16582,
subj01,A strawberry cheesecake on a green plate that is on top of a pink and white cloth.,,hdf5_index_16583,
subj01,Two girls in stand on grass and one holds a bat as the other holds a pink cup.,,hdf5_index_16584,
subj01,A man sitting on a purple bench next to a potter filled with flowers.,,hdf5_index_16585,
subj01,Two little girls that are sitting on a couch.,,hdf5_index_16586,
subj01,A table topped with glasses and eating utensils.,,hdf5_index_16587,
subj01,A couple of bananas sitting on top of a table.,,hdf5_index_16588,
subj01,A man standing in his living room with a video game controller in his hand.,,hdf5_index_16589,
subj01,A small elephant standing underneath a wooden structure.,,hdf5_index_16590,
subj01,Towels are neatly stacked on a shelf in the bathroom.,,hdf5_index_16591,
subj01,Tennis player getting ready to serve the ball.,,hdf5_index_16592,
subj01,Black motorcycle sitting outside a wooden door on bricks. ,,hdf5_index_16593,
subj01,A red stop sign on a gate next to a grass covered field.,,hdf5_index_16594,
subj01,There is a white horse pulling a trolley behind it.,,hdf5_index_16595,
subj01,A longboarder squats to take a tight curve.,,hdf5_index_16596,
subj01,A person riding on top of a surfboard on water.,,hdf5_index_16597,
subj01,A vase filled with yellow and white flowers.,,hdf5_index_16598,
subj01,A dog sleeping on bed against the wall. ,,hdf5_index_16599,
subj01,A man and his son playing Frisbee in a park,,hdf5_index_16600,
subj01,some kind of glass with a drain in it,,hdf5_index_16601,
subj01,two males are playing frisbee on some grass,,hdf5_index_16602,
subj01,A baseball player in a white and black uniform holds onto a black bat as a ball is in mid air in front of him.,,hdf5_index_16603,
subj01,A man riding a motorcycle on top of a race track.,,hdf5_index_16604,
subj01,An older woman holding a Nintendo Wii game controller.,,hdf5_index_16605,
subj01,A young child catching a white frisbee on top of a green field.,,hdf5_index_16606,
subj01,Various green and white street sings in front of trees and buildings.,,hdf5_index_16607,
subj01,The train is about to go under the bridge.,,hdf5_index_16608,
subj01,A pile of green bananas sitting on top of a table.,,hdf5_index_16609,
subj01,A few people sitting by a busy street,,hdf5_index_16610,
subj01,A skateboarder is using a rail to perform a stunt.,,hdf5_index_16611,
subj01,a close up of a knife stuck inside of something ,,hdf5_index_16612,
subj01,A young guy is sitting on a sofa in a living room with a laptop beside him. ,,hdf5_index_16613,
subj01,Zebra sleeping on the ground next to standing zebra.,,hdf5_index_16614,
subj01,A group of people watching a man play a game with a guitar controller.,,hdf5_index_16615,
subj01,A woolly sheep seen through a chicken-wire fence in an overgrown pasture.,,hdf5_index_16616,
subj01,An Amtrak train at a train station at night.,,hdf5_index_16617,
subj01,A man sitting on a bench next to a man.,,hdf5_index_16618,
subj01,A train is stopped in its tracks next to a building and cars.,,hdf5_index_16619,
subj01,Black motorcycle sitting outside a wooden door on bricks. ,,hdf5_index_16620,
subj01,A woman with pink hair eats a banana in a kitchen.,,hdf5_index_16621,
subj01,A colorful love bird is sitting on top of a cage.,,hdf5_index_16622,
subj01,A man is about to walk by the advertisements. ,,hdf5_index_16623,
subj01,The man holding a shopping bag is using his cell phone.,,hdf5_index_16624,
subj01,A teddy bear sits at the top of a pole in a neighborhood.,,hdf5_index_16625,
subj01,Two individuals riding the skis through the slopes.,,hdf5_index_16626,
subj01,A cat sleeping on top of a red piece of luggage.,,hdf5_index_16627,
subj01,White bowl full of chopped carrots and broccoli.,,hdf5_index_16628,
subj01,Trees sitting gin vases next to a marble wall.,,hdf5_index_16629,
subj01,A street sign in a residential street in rhode island ,,hdf5_index_16630,
subj01,A cat that is sitting down on a porch.,,hdf5_index_16631,
subj01,A man is about to walk by the advertisements. ,,hdf5_index_16632,
subj01,An umbrella lies behind a park bench that a small television is on.,,hdf5_index_16633,
subj01,A cat that is resting its head on a book that is next to a laptop computer.,,hdf5_index_16634,
subj01,a large air plane on a run way ,,hdf5_index_16635,
subj01,Woman holding her tennis racquet as she prepares for the next serve,,hdf5_index_16636,
subj01,A man wearing a cape standing next to another man at a microphone.,,hdf5_index_16637,
subj01,Surfer on wave in ocean with large rocks in foreground,,hdf5_index_16638,
subj01,Two men happily playing Wii together in a living room,,hdf5_index_16639,
subj01,A dog sleeping on bed against the wall. ,,hdf5_index_16640,
subj01,A stop sign attached to the corner of a building ,,hdf5_index_16641,
subj01,The train is about to go under the bridge.,,hdf5_index_16642,
subj01,'A man riding on the back of a black horse.,,hdf5_index_16643,
subj01,A person on a skateboard weaving through a slalom of traffic cones,,hdf5_index_16644,
subj01,a modern flush toilet in a bathroom with tile. ,,hdf5_index_16645,
subj01,A woman standing in the snow holding a snow board.,,hdf5_index_16646,
subj01,A person catching a wave while surfing in the ocean.,,hdf5_index_16647,
subj01,A refrigerator in a store filled with drinks.,,hdf5_index_16648,
subj01,A man sitting on the back end of a blue boat,,hdf5_index_16649,
subj01,A horse drawn carriage parked on top of a field.,,hdf5_index_16650,
subj01,Many umbrellas are set up on a sandy beach. ,,hdf5_index_16651,
subj01,A group of men standing around a UK surfboard.,,hdf5_index_16652,
subj01,a number of animals on a dirt ground next to a fence,,hdf5_index_16653,
subj01,Images of 3 unusually long hot dogs sticking out of their buns.,,hdf5_index_16654,
subj01,A group of people gathering on a hillside flying kites.,,hdf5_index_16655,
subj01,A dog sitting on top of a chair in front of a desk.,,hdf5_index_16656,
subj01,an elephant is standing near some a body of water,,hdf5_index_16657,
subj01,A newborn baby is holding a small stuffed animal.,,hdf5_index_16658,
subj01,A TV showing two men in hats and women.   ,,hdf5_index_16659,
subj01,A statue of a person holding an kite next to a child.,,hdf5_index_16660,
subj01,two guys jumping up to try and grab a blue frisbee ,,hdf5_index_16661,
subj01,A man who is sitting down reading something.,,hdf5_index_16662,
subj01,A woman holding a bunch of unripe banana.,,hdf5_index_16663,
subj01,A crowd of people sitting down next to each other.,,hdf5_index_16664,
subj01,Two pieces of pizza are served on a plate. ,,hdf5_index_16665,
subj01,A black and white photo of someone on a skate board.,,hdf5_index_16666,
subj01,A blue bus going down a street with houses and buildings on either side.,,hdf5_index_16667,
subj01,A clock tower with dark clouds behind it. ,,hdf5_index_16668,
subj01,A couple of people on a street with a skateboard.,,hdf5_index_16669,
subj01,A group of people with some motor bikes on a street.,,hdf5_index_16670,
subj01,A white dish with a tomato based casserole,,hdf5_index_16671,
subj01,Several people in a canoe with oars on the river.,,hdf5_index_16672,
subj01,A group of people with some motor bikes on a street.,,hdf5_index_16673,
subj01,A street with busses and cars next to a bus stop.,,hdf5_index_16674,
subj01,A food with many different dishes of food on it,,hdf5_index_16675,
subj01,A parrot is seen sitting high up on a perch in a circle.,,hdf5_index_16676,
subj01,A marble table topped with four smart phones.,,hdf5_index_16677,
subj01,A cow stands in an enclosure surrounded by people. ,,hdf5_index_16678,
subj01,The view of a living room couch and dresser with books on top.,,hdf5_index_16679,
subj01,A woman standing in the snow holding a snow board.,,hdf5_index_16680,
subj01,A woman holding a bunch of unripe banana.,,hdf5_index_16681,
subj01,A man flying through the air while riding a skateboard.,,hdf5_index_16682,
subj01,"The small bedroom is white monochromatic with lots of natural light, and no window coverings.",,hdf5_index_16683,
subj01,A woman sits on a motorbike with a child.,,hdf5_index_16684,
subj01,A dog sleeping on bed against the wall. ,,hdf5_index_16685,
subj01,The child is standing in the snow near another group of young skiers. ,,hdf5_index_16686,
subj01,A man riding a snowboard down a hill.,,hdf5_index_16687,
subj01,A group of young men sitting on concrete ledge eating pizza.,,hdf5_index_16688,
subj01,A bus sitting beside a sign that says tow zone.,,hdf5_index_16689,
subj01,A woman flying a kite while standing on a beach.,,hdf5_index_16690,
subj01,A woman with pink hair eats a banana in a kitchen.,,hdf5_index_16691,
subj01,A large clock tower on top of a building.,,hdf5_index_16692,
subj01,A cart filled with boxes next to a  large bamboo basket.,,hdf5_index_16693,
subj01,A couple of people with a bear in the snow.,,hdf5_index_16694,
subj01,A red train traveling down train tracks through a rural countryside.,,hdf5_index_16695,
subj01,A man holding a pizza pie with a section missing. ,,hdf5_index_16696,
subj01,two guys jumping up to try and grab a blue frisbee ,,hdf5_index_16697,
subj01,"Sunlight streams through a window onto a living room's coffee table and couches.
",,hdf5_index_16698,
subj01,an elephant guide looking back talking to his customer,,hdf5_index_16699,
subj01,A red traffic light sitting above a city street.,,hdf5_index_16700,
subj01,a living room with a couch a table and a chair,,hdf5_index_16701,
subj01,A group of boats that are sitting in the water.,,hdf5_index_16702,
subj01,A kitchen with a cluttered counter and wooden cabinets,,hdf5_index_16703,
subj01,A man flying through the air while riding a skateboard.,,hdf5_index_16704,
subj01,an image of a man that is flying a kite outside,,hdf5_index_16705,
subj01,a display window with several melting clocks on display.,,hdf5_index_16706,
subj01,a cluster of oranges hanging from a plant,,hdf5_index_16707,
subj01,Three dogs can be seen standing on the deck of a boat.,,hdf5_index_16708,
subj01,A picture of a very clean kitchen at night.,,hdf5_index_16709,
subj01,A man and a child holding tennis rackets.,,hdf5_index_16710,
subj01,A group of cows grazing in the field,,hdf5_index_16711,
subj01,A man on a motorcycle riding a dirt track.,,hdf5_index_16712,
subj01,A person that is about to ski in the snow.,,hdf5_index_16713,
subj01,A laptop computer with a keyboard sits on a desk.,,hdf5_index_16714,
subj01,Young men playing with a frisbee in a park.,,hdf5_index_16715,
subj01,People sitting on a train on laptops or phones.,,hdf5_index_16716,
subj01,A man on a green field throwing a baseball.,,hdf5_index_16717,
subj01,Baker proudly displays her white dog cake in her kitchen,,hdf5_index_16718,
subj01,White bowl full of chopped carrots and broccoli.,,hdf5_index_16719,
subj01,A bunch of fruit flies eating a red apple in a tree.,,hdf5_index_16720,
subj01,Stainless steel refrigerator in kitchen area with several spaces covered with green curtains.,,hdf5_index_16721,
subj01,Woman holding her tennis racquet as she prepares for the next serve,,hdf5_index_16722,
subj01,Towels are neatly stacked on a shelf in the bathroom.,,hdf5_index_16723,
subj01,A decorated cake for a celebration surrounded by crystal candlesticks.,,hdf5_index_16724,
subj01,Men are selling food and clothing on the street. ,,hdf5_index_16725,
subj01,A street sign in a residential street in rhode island ,,hdf5_index_16726,
subj01,A close up of a vase from the Roman or Greek era.,,hdf5_index_16727,
subj01,"A batter, catcher and umpire in batting stance with bullpen in background.",,hdf5_index_16728,
subj01,a person riding a surf board in the water ,,hdf5_index_16729,
subj01,this is a man running on a grass field,,hdf5_index_16730,
subj01,A giraffe standing next to a green palm tree.,,hdf5_index_16731,
subj01,A large commercial airplane sitting on the runway.,,hdf5_index_16732,
subj01,A black bear sitting on the grass beneath a tree,,hdf5_index_16733,
subj01,A no parking sign that is very confusing with a teddy bear sitting on top.,,hdf5_index_16734,
subj01,a number of birds flying near a nest ,,hdf5_index_16735,
